instanceID	dataIDs	label_set	non_label
326_rag_nn	fic_1981_10686.txt-265-8,fic_1856_5515.txt-1284-14	1,2,3,4	-
195_heel_nn	fic_2006_51259.txt-1869-16,fic_1849_7333.txt-787-43	1,2,3,4	-
128_stab_nn	fic_1981_780032.txt-2469-6,fic_1986_10741.txt-4153-6	1,2,3,4	-
382_stab_nn	fic_1860_9791.txt-3571-2,fic_1986_10741.txt-4153-6	1,2,3,4	-
357_prop_nn	fic_1960_4126.txt-121-30,mag_1992_423112.txt-49-15	1,2,3,4	-
65_stroke_vb	fic_1988_782036.txt-152-9,fic_1962_10423.txt-3594-5	1,2,3,4	-
86_stroke_vb	fic_1969_10520.txt-2929-7,fic_1857_3100.txt-1384-12	1,2,3,4	-
235_thump_nn	fic_1814_8564.txt-320-50,fic_2003_47904.txt-517-7	1,2,3,4	-
162_fiction_nn	mag_1825_553604.txt-31-5,mag_1835_554358.txt-93-7	1,2,3,4	-
65_tree_nn	fic_2005_780519.txt-398-22,nf_1848_747893.txt-2337-60	1,2,3,4	-
31_heel_nn	mag_1961_490586.txt-79-46,fic_1835_7339.txt-1086-45	1,2,3,4	-
85_chairman_nn	nf_1857_767292.txt-2104-4,news_2000_633263.txt-34-4	1,2,3,4	-
147_multitude_nn	mag_1856_566709.txt-132-0,nf_1849_748017.txt-402-51	1,2,3,4	-
1225_twist_nn	fic_2001_12941.txt-265-8,fic_1995_39237.txt-68-4	1,2,3,4	-
32_savage_nn	nf_1962_774226.txt-674-54,fic_1992_40270.txt-157-5	1,2,3,4	-
55_gas_nn	fic_1853_9200.txt-2512-29,nf_1853_748464.txt-606-21	1,2,3,4	-
42_bag_nn	fic_1976_10607.txt-6044-11,fic_1979_16368.txt-854-10	1,2,3,4	-
230_twist_nn	mag_2003_376272.txt-0-17,fic_1859_9220.txt-4102-44	1,2,3,4	-
119_graft_nn	fic_1968_10503.txt-1151-18,fic_1962_10425.txt-891-26	1,2,3,4	-
327_ball_nn	nf_1830_754783.txt-1206-13,fic_1842_555.txt-2985-38	1,2,3,4	-
442_tip_vb	mag_1990_420199.txt-101-5,mag_2005_380198.txt-2-51	1,2,3,4	-
165_face_nn	fic_1834_8313.txt-1752-6,fic_1996_54394.txt-2232-9	1,2,3,4	-
229_bag_nn	fic_1979_10650.txt-4490-4,mag_2006_385869.txt-220-22	1,2,3,4	-
56_lane_nn	news_2001_661930.txt-66-19,fic_1835_7327.txt-1814-1	1,2,3,4	-
65_chef_nn	nf_1977_774125.txt-1317-2,nf_1977_774125.txt-1398-15	1,2,3,4	-
194_tree_nn	nf_1856_769051.txt-2612-27,nf_1845_747928.txt-861-20	1,2,3,4	-
127_head_nn	nf_1852_771569.txt-951-14,mag_1989_487001.txt-10-3	1,2,3,4	-
71_face_nn	fic_1850_4498.txt-2068-11,fic_1844_7135.txt-1091-19	1,2,3,4	-
136_risk_nn	fic_1860_9072.txt-4162-28,nf_1983_774262.txt-282-19	1,2,3,4	-
138_maxim_nn	fic_1827_7269.txt-2252-64,mag_1826_553699.txt-30-27	1,2,3,4	-
67_stroke_vb	fic_1855_9773.txt-1192-12,fic_1853_9805.txt-1013-11	1,2,3,4	-
237_donkey_nn	nf_1838_747585.txt-438-30,fic_1839_7352.txt-1973-3	1,2,3,4	-
198_word_nn	fic_1854_8328.txt-2263-4,nf_1844_772692.txt-1792-1	1,2,3,4	-
0_tree_nn	nf_1841_747926.txt-1956-10,fic_1836_7111.txt-1882-14	1,2,3,4	-
97_savage_nn	fic_1975_10600.txt-1305-6,nf_1973_773448.txt-543-16	1,2,3,4	-
85_edge_nn	fic_1960_24509.txt-1178-20,mag_1832_564345.txt-20-16	1,2,3,4	-
765_ball_nn	fic_1845_7071.txt-287-27,mag_1999_404416.txt-81-13	1,2,3,4	-
299_head_nn	fic_1835_7172.txt-8982-29,fic_2001_55631.txt-253-15	1,2,3,4	-
416_lass_nn	fic_1854_9826.txt-1896-19,news_2006_623988.txt-62-17	1,2,3,4	-
138_ounce_nn	mag_1845_565473.txt-193-10,mag_1850_525559.txt-174-41	1,2,3,4	-
231_lass_nn	fic_2006_26899.txt-99-7,nf_1854_755030.txt-3112-24	1,2,3,4	-
61_contemplation_nn	nf_1962_773607.txt-40-7,fic_1999_27976.txt-14-28	1,2,3,4	-
136_rally_nn	mag_1981_324599.txt-0-17,mag_1960_491697.txt-79-31	1,2,3,4	-
353_ball_nn	fic_1855_1273.txt-2451-29,fic_1852_2364.txt-2112-3	1,2,3,4	-
189_part_nn	nf_1841_747861.txt-823-13,fic_2000_14544.txt-546-4	1,2,3,4	-
576_twist_nn	mag_1982_298337.txt-12-6,mag_1993_135889.txt-43-10	1,2,3,4	-
55_donkey_nn	news_2007_637936.txt-1-10,nf_1838_747585.txt-3-21	1,2,3,4	-
117_chairman_nn	nf_1851_758845.txt-449-53,nf_1987_773764.txt-30-15	1,2,3,4	-
405_edge_nn	fic_1823_7249.txt-942-61,mag_1990_342665.txt-15-8	1,2,3,4	-
22_ball_nn	fic_2008_36315.txt-205-3,mag_2003_400295.txt-146-5	1,2,3,4	-
252_ball_nn	fic_1854_9826.txt-3817-39,nf_1838_747482.txt-1194-43	1,2,3,4	-
584_bar_nn	mag_1854_555965.txt-99-21,fic_2002_47139.txt-175-11	1,2,3,4	-
84_bag_nn	fic_1843_7039.txt-4219-28,nf_1852_771569.txt-1631-28	1,2,3,4	-
284_face_nn	fic_1996_54331.txt-43-10,news_2004_617201.txt-34-2	1,2,3,4	-
222_heel_nn	fic_1859_9192.txt-12629-8,fic_1835_7339.txt-1086-45	1,2,3,4	-
112_afternoon_nn	fic_1971_782009.txt-2373-20,fic_2007_34112.txt-95-13	1,2,3,4	-
272_contemplation_nn	fic_1994_41428.txt-118-23,nf_1973_774239.txt-899-11	1,2,3,4	-
169_lass_nn	mag_1971_479219.txt-250-0,fic_1998_43328.txt-581-6	1,2,3,4	-
9_pin_vb	fic_1982_10687.txt-4879-4,fic_1835_7203.txt-1066-20	1,2,3,4	-
69_tree_nn	fic_1845_7170.txt-3107-11,fic_1860_8118.txt-263-11	1,2,3,4	-
688_bar_nn	mag_1827_553832.txt-90-17,fic_1993_25016.txt-1330-5	1,2,3,4	-
21_lass_nn	fic_1847_7149.txt-2014-29,fic_1837_7395.txt-1589-33	1,2,3,4	-
325_multitude_nn	fic_1970_782000.txt-1012-66,mag_1827_553832.txt-157-33	1,2,3,4	-
48_maxim_nn	nf_1858_753804.txt-144-2,mag_1838_586189.txt-339-10	1,2,3,4	-
248_grain_nn	mag_1970_431796.txt-48-12,fic_1840_7681.txt-690-26	1,2,3,4	-
265_circle_vb	fic_2009_36647.txt-102-9,fic_1854_70.txt-2012-8	1,2,3,4	-
92_tip_vb	fic_2007_33745.txt-128-29,mag_1982_325204.txt-14-26	1,2,3,4	-
146_player_nn	mag_1967_218804.txt-16-18,mag_1853_566330.txt-85-13	1,2,3,4	-
138_attack_nn	mag_2002_371999.txt-12-46,nf_1844_749098.txt-1617-40	1,2,3,4	-
63_stroke_vb	fic_1853_3465.txt-1464-10,fic_1962_10423.txt-3594-5	1,2,3,4	-
113_lane_nn	fic_1835_7064.txt-3003-4,fic_1843_7208.txt-2712-27	1,2,3,4	-
275_stroke_vb	fic_2003_29392.txt-324-0,fic_1828_8204.txt-680-10	1,2,3,4	-
86_donkey_nn	fic_1976_10615.txt-992-15,nf_1838_747585.txt-435-20	1,2,3,4	-
144_word_nn	nf_1840_771215.txt-1620-23,nf_1824_747448.txt-1102-17	1,2,3,4	-
34_chairman_nn	nf_1846_747633.txt-231-1,news_1985_671507.txt-4-0	1,2,3,4	-
29_pin_vb	fic_1835_7203.txt-1066-20,fic_1822_7275.txt-189-74	1,2,3,4	-
441_prop_nn	fic_1960_4126.txt-121-30,fic_1992_53585.txt-1005-19	1,2,3,4	-
252_prop_nn	nf_1981_774121.txt-2116-7,news_2000_627632.txt-352-3	1,2,3,4	-
106_relationship_nn	news_1975_732273.txt-29-10,mag_1995_396716.txt-10-3	1,2,3,4	-
66_graft_nn	fic_1977_16209.txt-471-4,fic_1964_781989.txt-1164-40	1,2,3,4	-
64_face_nn	fic_1996_54394.txt-549-18,mag_1834_554263.txt-165-90	1,2,3,4	-
67_afternoon_nn	fic_1984_14628.txt-868-5,fic_1992_40272.txt-627-18	1,2,3,4	-
305_ball_nn	fic_2008_36315.txt-261-17,mag_1832_564161.txt-516-22	1,2,3,4	-
40_chairman_nn	news_1989_668994.txt-2-39,fic_1850_7171.txt-2896-10	1,2,3,4	-
437_bar_nn	fic_1963_10432.txt-11288-2,fic_2002_47139.txt-175-11	1,2,3,4	-
1100_tip_vb	news_2006_604866.txt-35-20,fic_1819_8009.txt-1059-48	1,2,3,4	-
157_plane_nn	mag_1990_341766.txt-12-22,nf_1836_748113.txt-1926-9	1,2,3,4	-
204_afternoon_nn	fic_1851_3300.txt-1083-18,fic_1854_5388.txt-1142-35	1,2,3,4	-
6_afternoon_nn	fic_1976_23909.txt-198-3,fic_1852_9832.txt-757-5	1,2,3,4	-
47_tree_nn	mag_1977_490796.txt-116-13,fic_1848_7009.txt-3726-46	1,2,3,4	-
58_thump_nn	fic_1997_54789.txt-245-2,news_1995_601228.txt-59-16	1,2,3,4	-
72_plane_nn	mag_1969_491279.txt-609-15,nf_1836_748113.txt-1787-11	1,2,3,4	-
147_quilt_nn	fic_1995_39362.txt-547-10,mag_2002_395216.txt-152-8	1,2,3,4	-
237_ball_nn	mag_1859_506412.txt-59-8,fic_1842_7206.txt-3298-50	1,2,3,4	-
41_fiction_nn	mag_1847_565706.txt-538-20,fic_2002_32251.txt-33-14	1,2,3,4	-
105_tree_nn	fic_1981_782025.txt-2226-26,nf_1845_747928.txt-861-20	1,2,3,4	-
138_savage_nn	fic_1850_7304.txt-2757-10,fic_2004_31409.txt-130-2	1,2,3,4	-
253_record_nn	fic_1860_1171.txt-1826-6,mag_1846_565552.txt-221-22	1,2,3,4	-
214_grain_nn	nf_1960_774274.txt-57-7,mag_2007_388240.txt-28-6	1,2,3,4	-
513_part_nn	fic_2003_30073.txt-45-6,fic_1966_10474.txt-9144-22	1,2,3,4	-
92_risk_nn	fic_1841_7302.txt-1931-27,mag_2001_369903.txt-1-40	1,2,3,4	-
166_lass_nn	fic_2005_32787.txt-347-9,news_1974_731687.txt-9-3	1,2,3,4	-
136_lass_nn	fic_1824_8753.txt-828-7,fic_1999_30509.txt-368-9	1,2,3,4	-
525_bar_nn	mag_1996_426302.txt-31-32,fic_1993_25016.txt-1330-5	1,2,3,4	-
159_record_nn	news_1981_670933.txt-32-25,fic_1975_10600.txt-4362-31	1,2,3,4	-
245_rally_nn	news_1971_729823.txt-0-5,news_1965_725095.txt-19-7	1,2,3,4	-
83_gas_nn	nf_1845_747909.txt-2628-17,mag_1846_555416.txt-42-18	1,2,3,4	-
532_twist_nn	news_1995_614432.txt-32-21,fic_1994_41224.txt-249-6	1,2,3,4	-
55_savage_nn	mag_1961_477849.txt-255-23,fic_1972_780113.txt-332-25	1,2,3,4	-
502_prop_nn	news_1991_649955.txt-51-15,nf_1832_758144.txt-2561-24	1,2,3,4	-
97_stroke_vb	fic_2000_30669.txt-189-9,fic_1997_54713.txt-283-12	1,2,3,4	-
383_twist_nn	fic_1995_39274.txt-17-38,mag_1960_246914.txt-5-27	1,2,3,4	-
97_afternoon_nn	fic_1858_9768.txt-412-5,fic_2008_36241.txt-90-1	1,2,3,4	-
1121_pick_vb	fic_1967_781995.txt-4445-4,fic_1980_780047.txt-3541-2	1,2,3,4	-
83_include_vb	mag_1982_490853.txt-74-33,nf_1993_746578.txt-7-3	1,2,3,4	-
149_fiction_nn	news_2004_661021.txt-44-32,mag_1849_565817.txt-102-103	1,2,3,4	-
575_bar_nn	mag_1840_586555.txt-209-16,fic_1993_25016.txt-1330-5	1,2,3,4	-
156_multitude_nn	fic_1860_616.txt-1569-36,fic_1848_3752.txt-5808-26	1,2,3,4	-
105_quilt_nn	nf_1987_773961.txt-32-6,fic_1852_9804.txt-139-32	1,2,3,4	-
37_stroke_vb	fic_1853_1196.txt-1649-9,fic_1857_9075.txt-4884-54	1,2,3,4	-
113_chef_nn	fic_1848_1108.txt-886-11,mag_1986_432289.txt-29-3	1,2,3,4	-
93_lass_nn	mag_2001_417106.txt-821-5,fic_1843_7208.txt-10532-32	1,2,3,4	-
71_multitude_nn	fic_1822_7243.txt-1242-29,fic_1839_7296.txt-4829-41	1,2,3,4	-
382_graft_nn	mag_1980_491544.txt-74-10,nf_1839_747931.txt-294-29	1,2,3,4	-
503_tip_vb	fic_2003_48845.txt-221-22,mag_1982_325204.txt-14-26	1,2,3,4	-
357_word_nn	nf_1996_774044.txt-1075-37,fic_1854_8328.txt-2263-4	1,2,3,4	-
235_ball_nn	fic_1838_7086.txt-1188-39,fic_1854_9218.txt-3589-17	1,2,3,4	-
5_face_nn	fic_1847_7077.txt-172-50,mag_1834_554263.txt-165-90	1,2,3,4	-
188_face_nn	fic_1845_7170.txt-1246-19,mag_1834_554263.txt-165-90	1,2,3,4	-
107_relationship_nn	fic_1831_7210.txt-1209-10,mag_1834_554246.txt-77-61	1,2,3,4	-
80_chairman_nn	nf_1845_747632.txt-109-33,mag_2000_413105.txt-45-4	1,2,3,4	-
321_pin_vb	fic_1971_780008.txt-1358-26,mag_1996_427618.txt-346-18	1,2,3,4	-
90_donkey_nn	nf_1838_747585.txt-436-15,fic_1997_54593.txt-116-14	1,2,3,4	-
281_lane_nn	fic_1843_7208.txt-2712-27,fic_1853_2454.txt-325-10	1,2,3,4	-
189_rally_nn	news_1960_721432.txt-2-8,mag_1960_491697.txt-79-31	1,2,3,4	-
10_tip_vb	fic_1965_10458.txt-2021-5,fic_2006_28613.txt-8-5	1,2,3,4	-
92_stroke_vb	fic_1851_1184.txt-1356-8,fic_1962_10423.txt-3594-5	1,2,3,4	-
286_head_nn	fic_1960_4237.txt-972-21,fic_1993_1040073.txt-3998-3	1,2,3,4	-
34_afternoon_nn	fic_1993_53896.txt-67-8,mag_1980_491790.txt-342-2	1,2,3,4	-
930_tip_vb	fic_1860_9165.txt-4471-18,fic_1980_10659.txt-1489-9	1,2,3,4	-
71_lane_nn	fic_1835_7327.txt-1794-11,fic_1843_7208.txt-2712-27	1,2,3,4	-
54_twist_nn	fic_1860_9791.txt-883-62,news_1998_626792.txt-30-11	1,2,3,4	-
168_grain_nn	fic_1833_7046.txt-1469-12,fic_1853_9040.txt-415-9	1,2,3,4	-
83_multitude_nn	mag_2000_409100.txt-9-9,fic_1963_10432.txt-3699-17	1,2,3,4	-
73_lass_nn	fic_1971_10541.txt-2230-30,news_2006_623988.txt-62-17	1,2,3,4	-
36_quilt_nn	fic_1966_23832.txt-501-11,fic_1845_7183.txt-2506-19	1,2,3,4	-
93_edge_nn	fic_1857_9075.txt-6296-25,nf_1841_747926.txt-651-45	1,2,3,4	-
95_edge_nn	fic_1855_2965.txt-2059-5,fic_2007_34283.txt-0-19	1,2,3,4	-
440_plane_nn	fic_1846_7036.txt-323-21,mag_1844_555220.txt-284-1	1,2,3,4	-
933_prop_nn	mag_1992_408689.txt-121-25,mag_2002_398686.txt-12-27	1,2,3,4	-
151_quilt_nn	fic_2003_29829.txt-309-9,mag_2006_384882.txt-68-13	1,2,3,4	-
520_bar_nn	mag_1854_590346.txt-70-32,mag_1854_555974.txt-331-28	1,2,3,4	-
147_land_nn	mag_1972_278584.txt-5-17,nf_1833_747716.txt-366-18	1,2,3,4	-
499_plane_nn	news_1988_669637.txt-17-20,nf_1836_748113.txt-2425-21	1,2,3,4	-
61_part_nn	news_1983_671249.txt-27-31,fic_2004_49116.txt-54-7	1,2,3,4	-
663_ball_nn	fic_1854_9218.txt-3589-17,fic_1842_555.txt-2985-38	1,2,3,4	-
134_plane_nn	mag_1994_352085.txt-1-11,news_1971_729725.txt-19-15	1,2,3,4	-
188_plane_nn	nf_1836_748113.txt-1734-38,fic_1986_782030.txt-3397-8	1,2,3,4	-
506_attack_nn	mag_1854_555935.txt-131-30,fic_1856_2470.txt-7252-13	1,2,3,4	-
131_donkey_nn	fic_1839_1484.txt-211-74,fic_1994_54030.txt-305-13	1,2,3,4	-
310_chef_nn	news_2006_623954.txt-164-19,nf_1844_747533.txt-1857-4	1,2,3,4	-
30_tree_nn	fic_1989_782038.txt-2623-13,mag_1973_431867.txt-184-0	1,2,3,4	-
448_bar_nn	mag_1827_553785.txt-135-6,mag_1821_553342.txt-352-17	1,2,3,4	-
136_word_nn	news_1962_722485.txt-11-3,fic_1860_9168.txt-2782-19	1,2,3,4	-
114_stroke_vb	fic_1980_780046.txt-2845-1,fic_1822_7275.txt-1325-5	1,2,3,4	-
1474_tip_vb	fic_1979_780093.txt-1469-11,fic_1851_746.txt-9276-19	1,2,3,4	-
302_grain_nn	fic_1844_800.txt-2376-37,mag_1979_318026.txt-8-3	1,2,3,4	-
89_rally_nn	fic_1836_4118.txt-1221-31,mag_1834_554265.txt-97-15	1,2,3,4	-
179_circle_vb	fic_1992_53574.txt-214-2,nf_1849_749269.txt-626-4	1,2,3,4	-
90_plane_nn	mag_1829_553985.txt-220-31,news_1971_729725.txt-19-15	1,2,3,4	-
59_tree_nn	fic_1993_25027.txt-2573-3,fic_1976_14235.txt-3398-25	1,2,3,4	-
103_plane_nn	nf_1836_748113.txt-452-18,news_1977_732977.txt-46-25	1,2,3,4	-
92_quilt_nn	fic_1843_7325.txt-221-12,fic_1859_9037.txt-581-12	1,2,3,4	-
10_chairman_nn	mag_1859_506498.txt-318-7,fic_1971_10542.txt-4137-2	1,2,3,4	-
331_rag_nn	fic_1970_780003.txt-138-12,fic_1848_7906.txt-111-29	1,2,3,4	-
213_chairman_nn	news_1985_671507.txt-4-0,fic_1850_7171.txt-2896-10	1,2,3,4	-
248_face_nn	fic_2003_30896.txt-3-16,news_2004_617201.txt-34-2	1,2,3,4	-
78_plane_nn	mag_1829_553985.txt-211-4,news_1971_729725.txt-19-15	1,2,3,4	-
42_savage_nn	fic_1963_10436.txt-683-49,nf_1852_752548.txt-1203-18	1,2,3,4	-
48_face_nn	fic_1826_314.txt-5736-44,news_2004_617201.txt-34-2	1,2,3,4	-
530_bar_nn	nf_1833_747463.txt-185-12,fic_1993_25016.txt-1330-5	1,2,3,4	-
543_bar_nn	mag_1854_555965.txt-99-21,mag_1821_553342.txt-352-17	1,2,3,4	-
21_chairman_nn	mag_1960_270439.txt-18-1,mag_1975_290155.txt-13-11	1,2,3,4	-
46_relationship_nn	fic_1859_9220.txt-7959-95,fic_1834_2652.txt-3385-21	1,2,3,4	-
242_lass_nn	fic_1824_7211.txt-752-15,fic_1849_583.txt-2574-50	1,2,3,4	-
309_lane_nn	fic_1849_583.txt-1636-22,fic_1850_7171.txt-5228-62	1,2,3,4	-
146_savage_nn	fic_1828_7245.txt-1991-52,nf_2007_776450.txt-89-6	1,2,3,4	-
646_twist_nn	mag_1976_493444.txt-37-2,mag_1960_246914.txt-5-27	1,2,3,4	-
50_face_nn	fic_1993_1040060.txt-429-35,fic_1836_7053.txt-2406-25	1,2,3,4	-
7_tip_vb	news_2006_607719.txt-61-9,fic_1995_39249.txt-214-11	1,2,3,4	-
416_part_nn	fic_1995_39282.txt-1489-24,fic_1966_10474.txt-9144-22	1,2,3,4	-
67_savage_nn	fic_1856_2655.txt-1859-26,fic_1997_54588.txt-121-25	1,2,3,4	-
35_stroke_vb	fic_1854_9826.txt-4287-1,fic_1997_54713.txt-283-12	1,2,3,4	-
146_lass_nn	nf_1832_758144.txt-421-17,fic_1824_7211.txt-2276-17	1,2,3,4	-
145_rally_nn	news_2003_617130.txt-51-9,news_1970_728515.txt-28-3	1,2,3,4	-
543_plane_nn	mag_1982_298031.txt-12-6,fic_1975_780106.txt-271-3	1,2,3,4	-
86_plane_nn	nf_1830_747561.txt-525-11,news_1977_732977.txt-46-25	1,2,3,4	-
56_include_vb	mag_1853_566260.txt-42-1,fic_1835_7133.txt-2552-44	1,2,3,4	-
531_twist_nn	mag_2000_412250.txt-13-12,mag_1960_246914.txt-5-27	1,2,3,4	-
271_thump_nn	fic_1993_1040056.txt-5489-1,fic_1996_54197.txt-426-3	1,2,3,4	-
342_ball_nn	fic_1853_2454.txt-1581-25,nf_1838_747482.txt-1194-43	1,2,3,4	-
255_graft_nn	news_1968_726852.txt-37-16,fic_1974_13208.txt-891-12	1,2,3,4	-
162_land_nn	fic_1988_10768.txt-6251-8,nf_1833_747716.txt-366-18	1,2,3,4	-
137_savage_nn	fic_1846_544.txt-4006-6,fic_1839_7297.txt-76-50	1,2,3,4	-
71_ounce_nn	nf_1853_748464.txt-1055-15,mag_1996_65462.txt-65-39	1,2,3,4	-
46_lass_nn	fic_1999_44468.txt-90-4,fic_1998_43328.txt-581-6	1,2,3,4	-
1458_tip_vb	news_2004_635173.txt-48-0,fic_1987_10756.txt-21242-2	1,2,3,4	-
921_pick_vb	fic_1849_7006.txt-1503-17,fic_1988_24002.txt-248-12	1,2,3,4	-
16_land_nn	mag_1984_480599.txt-328-11,fic_1998_43316.txt-549-8	1,2,3,4	-
46_quilt_nn	fic_2003_29829.txt-20-29,mag_2006_384882.txt-68-13	1,2,3,4	-
232_ball_nn	mag_1845_555338.txt-273-40,news_1995_641078.txt-228-4	1,2,3,4	-
23_lass_nn	fic_1846_8819.txt-1886-16,fic_1981_10675.txt-2101-6	1,2,3,4	-
2_attack_nn	mag_1972_278489.txt-11-19,fic_2002_30623.txt-303-9	1,2,3,4	-
137_plane_nn	news_1961_721638.txt-3-14,nf_1836_748113.txt-1787-11	1,2,3,4	-
160_lass_nn	fic_2006_29620.txt-90-43,fic_1849_583.txt-2574-50	1,2,3,4	-
175_gas_nn	mag_1963_478096.txt-209-12,mag_1982_298340.txt-3-16	1,2,3,4	-
321_tip_vb	fic_1995_39354.txt-320-0,mag_1982_298124.txt-17-12	1,2,3,4	-
205_rally_nn	mag_1976_491807.txt-283-17,mag_2000_368896.txt-27-21	1,2,3,4	-
309_lass_nn	fic_2005_31478.txt-87-12,fic_1998_43328.txt-581-6	1,2,3,4	-
60_lass_nn	fic_1853_9158.txt-109-11,news_1974_731687.txt-9-3	1,2,3,4	-
79_twist_nn	fic_1839_7336.txt-1218-18,fic_1999_44827.txt-390-2	1,2,3,4	-
139_donkey_nn	nf_1838_747585.txt-481-57,fic_1856_7698.txt-435-19	1,2,3,4	-
507_part_nn	nf_1832_758144.txt-94-13,fic_1987_10756.txt-5827-1	1,2,3,4	-
301_grain_nn	fic_1845_622.txt-1234-16,fic_1851_2538.txt-506-22	1,2,3,4	-
80_stroke_vb	fic_1845_7170.txt-2513-20,fic_2003_48737.txt-205-14	1,2,3,4	-
614_bar_nn	fic_1852_69.txt-7946-13,mag_1821_553342.txt-352-17	1,2,3,4	-
84_bit_nn	fic_1982_10698.txt-560-9,mag_1846_523866.txt-135-34	1,2,3,4	-
185_plane_nn	nf_1836_748113.txt-1704-26,news_1974_731711.txt-14-22	1,2,3,4	-
50_thump_nn	fic_1847_7123.txt-1078-22,fic_1970_16380.txt-5042-12	1,2,3,4	-
84_multitude_nn	mag_1991_421207.txt-3-10,fic_1963_10432.txt-3699-17	1,2,3,4	-
58_graft_nn	nf_1845_747928.txt-801-22,nf_1850_747863.txt-1832-20	1,2,3,4	-
84_tree_nn	fic_1961_23773.txt-58-21,fic_1849_7230.txt-2090-6	1,2,3,4	-
48_include_vb	nf_1996_746272.txt-117-25,nf_1980_774127.txt-1300-15	1,2,3,4	-
705_bar_nn	nf_1997_746546.txt-7-17,fic_2002_47139.txt-175-11	1,2,3,4	-
59_maxim_nn	nf_1960_774212.txt-1301-11,nf_1841_747644.txt-1130-35	1,2,3,4	-
28_tree_nn	nf_1851_747930.txt-3604-60,mag_1973_431867.txt-184-0	1,2,3,4	-
93_multitude_nn	mag_2000_408849.txt-6-9,mag_1986_480696.txt-13-12	1,2,3,4	-
376_bit_nn	fic_1998_32409.txt-69-22,fic_1818_7631.txt-303-79	1,2,3,4	-
221_maxim_nn	nf_2008_774727.txt-197-3,mag_1999_392561.txt-157-23	1,2,3,4	-
686_circle_vb	fic_2000_28684.txt-238-10,fic_1999_30451.txt-2-15	1,2,3,4	-
323_graft_nn	news_1971_729523.txt-1-42,nf_1839_747931.txt-294-29	1,2,3,4	-
364_twist_nn	fic_1980_10672.txt-3463-1,fic_2009_36961.txt-181-4	1,2,3,4	-
1356_tip_vb	fic_1838_7145.txt-1698-40,mag_1961_442000.txt-637-1	1,2,3,4	-
57_afternoon_nn	fic_2001_29742.txt-130-10,fic_1852_9832.txt-757-5	1,2,3,4	-
191_graft_nn	nf_1848_747893.txt-2589-0,fic_1974_13208.txt-891-12	1,2,3,4	-
75_donkey_nn	nf_1838_747585.txt-1265-14,nf_1838_747585.txt-438-30	1,2,3,4	-
46_donkey_nn	mag_1848_565755.txt-398-1,nf_1852_752548.txt-796-22	1,2,3,4	-
54_include_vb	fic_1982_10699.txt-13184-18,news_1985_671426.txt-70-20	1,2,3,4	-
286_face_nn	fic_1845_7317.txt-2419-14,fic_1848_7193.txt-10499-29	1,2,3,4	-
96_risk_nn	mag_1827_553793.txt-242-1,fic_1853_3465.txt-1401-96	1,2,3,4	-
70_savage_nn	mag_1847_565651.txt-233-46,fic_1997_54588.txt-121-25	1,2,3,4	-
192_graft_nn	nf_1850_747863.txt-394-29,nf_1858_747890.txt-606-43	1,2,3,4	-
70_tree_nn	mag_1988_337446.txt-8-3,nf_1858_747890.txt-902-2	1,2,3,4	-
55_ball_nn	fic_2008_36315.txt-205-3,fic_1835_7064.txt-1770-4	1,2,3,4	-
250_gas_nn	fic_2006_51373.txt-751-10,fic_2002_29934.txt-464-10	1,2,3,4	-
51_donkey_nn	mag_1845_587513.txt-290-8,nf_1838_747585.txt-438-30	1,2,3,4	-
306_chef_nn	fic_1835_7142.txt-815-43,fic_1835_7142.txt-1357-3	1,2,3,4	-
81_maxim_nn	fic_1824_7285.txt-1102-1,mag_1999_392561.txt-157-23	1,2,3,4	-
60_pin_vb	fic_2004_30978.txt-92-15,mag_1978_292549.txt-8-5	1,2,3,4	-
278_face_nn	fic_2009_36629.txt-293-19,fic_2007_52469.txt-543-1	1,2,3,4	-
218_plane_nn	news_1970_728910.txt-10-20,nf_1830_747561.txt-579-21	1,2,3,4	-
493_bar_nn	fic_1982_13389.txt-1305-4,mag_1821_553342.txt-352-17	1,2,3,4	-
49_tree_nn	fic_1986_10739.txt-4192-2,nf_1856_769051.txt-3330-25	1,2,3,4	-
234_grain_nn	fic_1839_7352.txt-785-7,fic_1971_10541.txt-3363-5	1,2,3,4	-
287_face_nn	fic_1859_9216.txt-5974-30,fic_1854_9826.txt-2758-13	1,2,3,4	-
28_quilt_nn	fic_1966_10470.txt-484-8,fic_1988_16142.txt-474-6	1,2,3,4	-
187_record_nn	news_1977_733003.txt-37-85,news_1979_734499.txt-40-2	1,2,3,4	-
90_multitude_nn	nf_1851_747930.txt-1615-2,mag_2006_384528.txt-194-24	1,2,3,4	-
67_chairman_nn	news_1998_653810.txt-56-2,fic_1851_9819.txt-810-15	1,2,3,4	-
351_stab_nn	fic_1855_2301.txt-2091-1,fic_1846_4464.txt-4749-50	1,2,3,4	-
271_maxim_nn	mag_1833_564563.txt-169-30,mag_1982_492127.txt-78-8	1,2,3,4	-
370_rally_nn	mag_1973_491888.txt-41-43,nf_2003_746330.txt-363-17	1,2,3,4	-
50_contemplation_nn	fic_1998_43244.txt-94-24,fic_1987_10755.txt-1745-21	1,2,3,4	-
97_donkey_nn	nf_1843_748690.txt-1171-18,nf_1838_747585.txt-3-21	1,2,3,4	-
99_twist_nn	fic_1827_8772.txt-128-9,nf_1844_747892.txt-136-21	1,2,3,4	-
